Student_id,Aptitude,English,Quantitative,Analytical,Domain,Computer Fundamental,Coding,Score/700,10 th %,12 th %,Placement Status
S_4170,56,67,33,67,50,40,20,333,69,54,0
S_4171,62,73,73,40,55,40,0,343,71,60,0
S_4172,51,40,53,60,45,67,90,406,73,72,0
S_4173,56,87,27,53,45,40,20,328,69,62,1
S_4174,62,67,53,67,60,60,0,369,74,65,0
S_4175,58,73,40,60,50,47,20,348,68,58,0
S_4176,62,67,53,67,50,13,0,312,74,72,0
S_4177,53,73,60,27,45,87,20,365,68,65,0
S_4178,58,53,53,67,35,20,0,286,73,67,0
S_4179,53,53,47,60,35,73,20,341,62,61,0
S_4180,53,67,53,40,55,47,56,371,69,66,0
S_4181,64,67,60,67,15,27,20,320,58,70,0
S_4182,64,73,47,73,35,20,0,312,64,65,0
S_4183,58,67,40,67,50,40,20,342,68,72,0
S_4184,60,47,73,60,25,40,0,305,71,53,0
S_4185,60,47,47,87,35,27,0,303,62,69,0
S_4186,62,60,60,67,55,13,0,317,61,64,0
S_4187,56,60,33,73,25,33,20,300,74,61,1
S_4188,56,53,60,53,35,53,20,330,58,68,0
S_4189,60,73,40,67,40,33,0,313,59,58,0
S_4190,58,73,40,60,45,33,0,309,72,65,1
S_4191,53,60,60,40,40,53,0,306,74,74,0
S_4192,62,53,73,60,45,27,0,320,67,66,0
S_4193,51,60,33,60,50,53,0,307,65,60,1
S_4194,51,60,27,67,25,33,0,263,66,65,1
S_4195,51,67,60,27,35,47,20,307,67,65,0
S_4196,49,47,60,40,50,13,20,279,72,65,0
S_4197,51,67,20,67,40,67,20,332,74,67,0
S_4198,51,67,40,47,55,33,20,313,61,60,0
S_4199,71,67,80,67,50,47,20,402,62,67,0
S_4200,58,93,27,53,40,40,0,311,55,61,0
S_4201,53,53,20,87,40,27,94,374,61,59,0
S_4202,58,53,40,80,30,40,0,301,69,63,0
S_4203,53,60,27,73,50,40,0,303,70,59,0
S_4204,64,73,40,80,55,40,0,352,74,53,0
S_4205,67,80,53,67,35,53,0,355,57,54,0
S_4206,62,73,40,73,60,20,0,328,71,56,0
S_4207,20,20,27,13,20,33,0,133,62,67,0
S_4208,60,73,47,60,25,33,96,394,68,74,1
S_4209,64,67,53,73,35,47,0,339,61,71,0
S_4210,56,67,47,53,50,47,60,380,67,69,1
S_4211,64,80,40,73,45,33,0,335,60,71,0
S_4212,60,67,53,60,30,27,20,317,60,60,0
S_4213,62,67,53,67,35,33,20,337,68,62,0
S_4214,53,73,40,47,30,40,56,339,74,65,1
S_4215,56,60,47,60,45,47,0,315,59,66,0
S_4216,58,53,53,67,35,40,0,306,66,70,0
S_4217,51,67,47,40,35,33,0,273,71,56,0
S_4218,51,47,47,60,40,53,20,318,55,68,0
S_4219,51,67,40,47,40,20,0,265,70,73,1
S_4220,49,67,27,53,50,53,20,319,55,64,0
S_4221,49,60,47,40,30,27,0,253,69,66,0
S_4222,53,60,33,67,15,27,0,255,65,64,1
S_4223,49,53,40,53,25,40,36,296,59,73,0
S_4224,49,60,33,53,45,40,0,280,70,68,0
S_4225,49,67,33,47,45,13,0,254,70,68,0
S_4226,47,53,40,47,50,47,0,284,65,53,0
S_4227,47,73,40,27,45,0,0,232,70,54,0
S_4228,49,40,53,53,45,47,0,287,56,72,0
S_4229,47,60,40,40,35,40,20,282,71,57,0
S_4230,11,27,0,7,35,67,0,147,71,62,0
S_4231,51,80,20,53,50,53,0,307,72,59,0
S_4232,53,40,67,53,35,47,0,295,58,56,0
S_4233,51,27,67,60,45,33,0,283,59,58,0
S_4234,51,27,40,87,55,53,0,313,72,67,0
S_4235,53,40,53,67,35,33,20,301,61,58,0
S_4236,51,53,40,60,45,33,0,282,71,69,0
S_4237,53,47,47,67,50,27,0,291,74,60,0
S_4238,51,40,53,60,35,33,0,272,55,63,0
S_4239,51,47,47,60,40,40,0,285,69,71,0
S_4240,53,33,67,60,45,33,20,311,63,73,0
S_4241,47,80,33,27,35,33,0,255,59,57,0
S_4242,40,53,7,60,50,47,20,277,68,63,0
S_4243,73,80,67,73,20,33,0,346,73,58,0
S_4244,69,80,47,80,60,47,60,443,71,60,1
S_4245,69,67,67,73,35,53,20,384,71,57,0
S_4246,49,53,33,60,40,47,0,282,73,54,0
S_4247,56,67,47,53,20,53,0,296,71,54,0
S_4248,60,73,40,67,20,20,0,280,67,67,0
S_4249,58,73,60,40,15,20,20,286,71,67,0
S_4250,58,73,33,67,30,27,0,288,74,66,0
S_4251,53,40,47,73,15,40,0,268,61,68,0
S_4252,51,60,53,40,50,40,0,294,63,71,0
S_4253,53,67,27,67,35,47,0,296,56,57,0
S_4254,49,60,33,53,30,60,0,285,70,69,0
S_4255,53,60,27,73,20,53,0,286,60,72,0
S_4256,56,80,40,47,25,20,0,268,68,61,0
S_4257,51,47,27,80,40,27,0,272,64,59,0
S_4258,49,47,40,60,40,40,0,276,66,74,0
S_4259,49,53,33,60,40,33,0,268,60,60,0
S_4260,49,60,27,60,20,27,0,243,66,66,0
S_4261,47,33,33,73,25,20,0,231,55,59,0
S_4262,62,73,67,47,40,40,0,329,65,62,1
S_4263,60,47,67,67,55,53,0,349,57,61,0
S_4264,53,53,40,67,50,47,0,310,62,68,0
S_4265,60,40,67,73,50,27,0,317,67,62,0
S_4266,58,73,53,47,55,40,0,326,74,64,0
S_4267,56,53,47,67,35,33,0,291,74,53,0
S_4268,51,47,60,47,25,47,20,297,71,66,0
S_4269,53,67,27,67,25,33,0,272,72,62,1
S_4270,56,53,53,60,40,47,0,309,63,53,0
S_4271,49,47,47,53,50,33,0,279,59,55,0
S_4272,53,40,60,60,40,67,0,320,59,56,0
S_4273,51,67,47,40,45,20,0,270,63,65,0
S_4274,53,60,67,33,50,40,36,339,72,63,0
S_4275,51,47,60,47,45,27,20,297,68,54,0
S_4276,53,60,40,60,30,47,0,290,60,58,0
S_4277,49,53,40,53,35,27,20,277,60,74,0
S_4278,44,60,47,27,55,27,52,312,58,67,0
S_4279,49,60,60,27,45,40,0,281,60,73,0
S_4280,44,40,40,53,50,33,36,296,72,69,0
S_4281,47,53,27,60,35,27,0,249,63,68,0
S_4282,44,47,33,53,50,60,0,287,61,67,0
S_4283,44,47,47,40,15,53,0,246,69,53,0
S_4284,53,60,40,60,35,33,0,281,72,61,1
S_4285,62,67,47,73,40,40,0,329,72,66,0
S_4286,60,67,33,80,50,47,0,337,71,68,0
S_4287,56,60,33,73,40,40,0,302,74,70,1
S_4288,60,40,67,73,40,33,0,313,58,68,0
S_4289,53,67,47,47,45,47,40,346,64,70,0
S_4290,60,53,53,73,40,33,0,312,70,62,0
S_4291,53,47,40,73,60,47,0,320,61,59,0
S_4292,49,60,13,73,30,20,0,245,67,70,0
S_4293,53,67,40,53,25,40,0,278,61,72,0
S_4294,49,40,40,67,20,47,0,263,68,63,0
S_4295,49,67,47,33,30,60,0,286,65,67,0
S_4296,62,73,40,73,50,47,60,405,71,59,1
S_4297,71,67,53,93,55,47,0,386,65,74,0
S_4298,53,60,47,53,45,27,0,285,65,66,0
S_4299,62,60,60,67,40,33,0,322,65,70,0
S_4300,51,60,27,67,45,40,20,310,58,65,0
S_4301,60,53,67,60,50,20,0,310,70,69,0
S_4302,56,53,47,67,55,13,0,291,67,68,0
S_4303,53,73,33,53,40,73,0,325,68,73,0
S_4304,58,67,53,53,20,27,0,278,66,74,0
S_4305,51,53,47,53,45,53,0,302,56,61,0
S_4306,58,60,33,80,30,27,0,288,57,59,0
S_4307,51,33,47,73,50,47,0,301,70,59,0
S_4308,60,73,47,60,25,20,0,285,74,70,0
S_4309,49,40,33,73,40,20,20,275,59,54,0
S_4310,53,67,27,67,40,33,0,287,71,62,0
S_4311,53,53,53,53,40,20,0,272,70,65,0
S_4312,51,60,40,53,30,60,0,294,67,62,0
S_4313,58,60,53,60,60,40,0,331,59,53,0
S_4314,53,53,53,53,30,40,0,282,57,56,0
S_4315,60,47,67,67,35,13,0,289,65,61,0
S_4316,49,53,33,60,50,27,0,272,69,68,0
S_4317,53,67,47,47,35,47,0,296,56,58,0
S_4318,51,53,47,53,35,27,0,266,60,53,0
S_4319,20,27,7,27,25,47,0,153,70,66,0
S_4320,22,13,7,47,30,33,0,152,56,71,0
S_4321,18,7,13,33,30,33,0,134,72,55,0
S_4322,13,13,7,20,55,20,0,128,60,72,0
S_4323,78,73,73,87,45,53,100,509,74,62,1
S_4324,64,73,53,67,80,47,100,484,73,68,1
S_4325,64,67,60,67,60,87,96,501,72,71,1
S_4326,69,73,53,80,45,60,96,476,65,59,1
S_4327,69,73,73,60,70,60,98,503,74,63,1
S_4328,80,73,80,87,35,40,56,451,73,71,0
S_4329,67,80,47,73,35,40,100,442,68,65,1
S_4330,58,67,33,73,55,73,100,459,65,60,1
S_4331,67,53,53,93,70,60,56,452,58,53,0
S_4332,69,73,60,73,70,27,52,424,59,70,0
S_4333,73,60,87,73,40,47,58,438,73,70,0
S_4334,76,87,67,73,40,47,20,410,73,54,0
S_4335,58,73,53,47,70,47,100,448,70,62,0
S_4336,73,93,53,73,40,67,20,419,71,69,0
S_4337,64,73,53,67,35,53,96,441,69,59,1
S_4338,76,93,73,60,55,60,20,437,64,56,0
S_4339,71,60,73,80,40,33,20,377,64,63,0
S_4340,71,60,87,67,55,20,60,420,57,74,0
S_4341,64,60,80,53,50,53,60,420,55,64,0
S_4342,62,67,53,67,50,13,56,368,61,56,0
S_4343,62,80,47,60,55,40,40,384,73,70,0
S_4344,60,60,67,53,45,53,60,398,63,56,0
S_4345,62,87,33,67,20,40,56,365,72,64,0
S_4346,62,93,40,53,30,47,20,345,59,71,0
S_4347,53,60,40,60,65,33,100,411,66,73,1
S_4348,67,73,60,67,15,47,20,349,69,74,0
S_4349,71,87,60,67,55,40,20,400,59,74,0
S_4350,62,67,47,73,35,47,38,369,61,61,0
S_4351,62,67,67,53,50,20,56,375,58,64,0
S_4352,69,80,80,47,55,60,20,411,59,54,0
S_4353,53,80,47,33,45,60,100,418,57,72,0
S_4354,60,60,73,47,50,53,56,399,68,62,0
S_4355,67,53,60,87,45,33,0,345,71,62,0
S_4356,62,40,67,80,50,27,0,326,65,67,0
S_4357,62,73,33,80,35,20,20,323,63,69,0
S_4358,64,53,73,67,35,60,20,372,55,60,0
S_4359,58,80,40,53,30,67,0,328,73,61,0
S_4360,71,53,80,80,45,40,0,369,59,71,0
S_4361,58,67,60,47,55,40,20,347,68,62,0
S_4362,69,60,67,80,60,27,0,363,67,57,0
S_4363,71,80,73,60,45,40,0,369,60,60,0
S_4364,60,67,40,73,60,27,20,347,65,69,0
S_4365,44,40,33,60,50,33,90,350,68,55,0
S_4366,51,47,67,40,50,27,0,282,60,68,0
S_4367,47,20,73,47,55,33,0,275,55,53,0
S_4368,47,40,40,60,45,20,0,252,66,69,0
S_4369,47,87,7,47,35,33,0,256,63,54,0
S_4370,40,53,33,33,25,53,0,237,69,74,0
S_4371,40,33,27,60,45,27,0,232,66,62,0
S_4372,47,13,40,87,55,47,0,289,63,69,0
S_4373,40,33,20,67,50,40,20,270,65,63,0
S_4374,40,60,27,33,40,33,0,233,58,72,0
S_4375,40,67,20,33,55,47,0,262,63,56,0
S_4376,42,33,40,53,15,13,0,196,63,70,0
S_4377,42,33,33,60,40,13,0,221,55,62,0
S_4378,38,40,40,33,25,13,20,209,56,69,0
S_4379,38,47,20,47,30,47,0,229,59,56,0
S_4380,40,33,47,40,30,13,0,203,55,63,0
S_4381,36,53,27,27,55,53,0,251,68,69,0
S_4382,33,27,40,33,15,47,0,195,57,65,0
S_4383,36,53,13,40,55,47,56,300,59,64,0
S_4384,38,20,47,47,40,40,0,232,58,62,0
S_4385,33,40,20,40,20,33,0,186,55,73,0
S_4386,31,33,20,40,40,40,0,204,66,66,0
S_4387,36,40,20,47,45,27,0,215,73,58,0
S_4388,33,7,53,40,25,7,0,165,59,71,0
S_4389,29,20,27,40,45,40,0,201,56,59,0
S_4390,31,40,7,47,50,33,60,268,70,62,0
S_4391,33,33,33,33,25,47,0,204,60,58,0
S_4392,31,40,33,20,20,33,0,177,74,57,0
S_4393,31,20,40,33,40,27,0,191,69,56,0
S_4394,29,60,0,27,20,40,0,176,74,57,0
S_4395,73,73,87,60,30,60,59,442,68,65,0
S_4396,73,60,80,80,35,20,52,400,58,62,0
S_4397,69,80,80,47,60,80,20,436,72,55,0
S_4398,71,93,53,67,55,27,20,386,66,66,0
S_4399,71,87,60,67,35,40,20,380,61,53,0
S_4400,62,67,40,80,50,67,40,406,62,55,0
S_4401,69,87,27,93,40,53,20,389,64,57,0
S_4402,69,60,73,73,85,40,0,400,72,64,0
S_4403,67,67,53,80,45,73,20,405,55,70,0
S_4404,69,73,67,67,65,27,0,368,56,60,0
S_4405,56,47,60,60,40,67,58,388,72,64,0
S_4406,58,60,53,60,60,47,60,398,72,72,1
S_4407,71,73,73,67,25,53,0,362,61,70,0
S_4408,71,67,73,73,30,27,0,341,64,54,0
S_4409,60,53,67,60,45,67,20,372,71,65,0
S_4410,62,67,67,53,40,53,0,342,61,62,0
S_4411,62,73,33,80,40,27,0,315,67,62,0
S_4412,64,67,67,60,25,33,0,316,67,53,0
S_4413,60,40,53,87,45,53,0,338,71,73,0
S_4414,58,60,67,47,45,33,18,328,70,66,0
S_4415,62,73,33,80,40,20,0,308,65,63,0
S_4416,64,87,27,80,20,13,0,291,64,64,0
S_4417,56,67,40,60,75,7,0,305,70,70,0
S_4418,56,67,53,47,20,40,0,283,74,67,0
S_4419,58,60,33,80,45,33,16,325,64,74,0
S_4420,60,80,33,67,25,40,20,325,70,73,0
S_4421,71,67,60,87,50,40,0,375,70,69,0
S_4422,67,60,87,53,40,40,56,403,70,53,0
S_4423,73,53,93,73,30,40,20,382,65,57,0
S_4424,76,73,80,73,45,40,0,387,56,57,0
S_4425,62,73,67,47,50,20,20,339,66,69,0
S_4426,58,67,27,80,20,27,92,371,70,54,0
S_4427,64,80,40,73,50,60,57,424,66,69,0
S_4428,67,80,53,67,35,27,0,329,73,59,0
S_4429,58,53,73,47,35,60,0,326,57,61,0
S_4430,56,67,27,73,40,47,0,310,61,56,0
S_4431,11,7,0,27,20,40,0,105,69,72,0
S_4432,73,73,67,80,35,33,20,381,68,72,0
S_4433,60,53,67,60,55,47,52,394,60,70,0
S_4434,62,80,53,53,50,47,20,365,72,68,0
S_4435,62,73,40,73,40,33,20,341,67,67,0
S_4436,53,67,33,60,55,33,20,321,69,64,1
S_4437,58,60,47,67,30,47,0,309,74,69,1
S_4438,53,73,33,53,35,60,20,327,74,69,1
S_4439,56,67,40,60,55,33,0,311,68,63,1
S_4440,56,80,53,33,45,40,0,307,62,72,0
S_4441,58,53,67,53,45,33,0,309,65,54,0
S_4442,58,47,53,73,30,40,0,301,68,53,0
S_4443,56,73,40,53,50,20,0,292,62,65,0
S_4444,49,47,33,67,60,47,20,323,72,70,0
S_4445,51,67,27,60,25,33,0,263,67,65,0
S_4446,22,7,27,33,25,7,0,121,69,55,0
S_4447,16,27,0,20,20,33,0,116,73,59,0
S_4448,62,60,67,60,50,53,20,372,56,71,0
S_4449,33,40,40,20,25,47,0,205,69,55,0
S_4450,71,87,73,53,35,60,20,399,64,61,0
S_4451,56,60,47,60,25,53,60,361,69,70,1
S_4452,60,67,40,73,50,33,0,323,69,62,0
S_4453,60,67,33,80,50,47,0,337,69,53,0
S_4454,56,60,40,67,20,33,0,276,66,69,1
S_4455,60,40,67,73,40,33,0,313,56,55,0
S_4456,56,60,40,67,35,33,0,291,69,73,1
S_4457,53,73,33,53,40,27,0,279,59,54,0
S_4458,53,67,47,47,45,47,40,346,74,53,0
S_4459,60,53,53,73,40,33,0,312,61,70,0
S_4460,64,73,60,60,20,20,0,297,68,71,0
S_4461,53,67,40,53,25,40,0,278,68,55,0
S_4462,51,40,40,73,40,27,0,271,66,54,0
S_4463,49,40,47,60,40,27,0,263,61,60,0
S_4464,49,67,47,33,30,60,0,286,67,60,0
S_4465,9,13,0,13,35,7,0,77,63,66,0
S_4466,62,73,40,73,50,47,60,405,72,61,1
S_4467,58,47,60,67,30,27,0,289,57,66,0
S_4468,64,80,47,67,50,73,58,439,55,55,0
S_4469,69,80,80,47,45,47,60,428,58,53,0
S_4470,64,73,80,40,70,47,60,434,55,73,0
S_4471,78,80,87,67,35,53,40,440,71,68,0
S_4472,76,80,60,87,45,33,20,401,69,57,0
S_4473,71,93,53,67,55,27,20,386,67,60,0
S_4474,71,87,60,67,35,40,20,380,70,55,0
S_4475,67,73,60,67,35,40,60,402,72,61,1
S_4476,67,60,53,87,35,33,60,395,74,61,1
S_4477,76,67,80,80,55,60,0,418,62,56,0
S_4478,64,73,33,87,80,53,0,390,61,58,0
S_4479,60,60,60,60,35,47,60,382,74,68,1
S_4480,62,60,53,73,50,67,0,365,62,70,0
S_4481,62,73,33,80,40,27,0,315,72,66,0
S_4482,67,67,60,73,30,33,60,390,73,73,1
S_4483,22,47,7,13,30,40,0,159,70,68,0
S_4484,58,80,33,60,35,40,60,366,65,64,1
S_4485,58,67,27,80,20,27,92,371,73,64,0
S_4486,11,7,0,27,20,40,0,105,61,66,0
S_4487,67,67,73,60,35,60,0,362,62,64,0
S_4488,67,80,53,67,50,20,0,337,65,59,1
S_4489,60,67,53,60,65,33,0,338,69,63,1
S_4490,69,73,67,67,45,33,20,374,55,58,0
S_4491,62,87,27,73,35,33,20,337,63,57,0
S_4492,56,73,67,27,50,33,20,326,69,61,0
S_4493,67,67,73,60,50,53,20,390,56,54,0
S_4494,58,60,60,53,45,53,20,349,72,64,1
S_4495,58,73,40,60,30,53,20,334,65,67,1
S_4496,60,73,40,67,35,33,20,328,72,67,0
S_4497,58,60,73,40,60,47,20,358,67,67,0
S_4498,60,33,67,80,45,20,20,325,72,58,0
S_4499,62,73,73,40,55,40,0,343,56,65,0
S_4500,51,40,53,60,45,67,90,406,61,66,0
S_4501,58,73,40,60,50,47,20,348,64,57,0
S_4502,51,47,47,60,65,53,20,343,55,71,0
S_4503,58,53,53,67,35,20,0,286,66,58,0
S_4504,53,67,53,40,55,47,56,371,57,61,0
S_4505,53,60,27,73,40,40,20,313,69,70,1
S_4506,60,60,80,40,50,33,0,323,74,56,0
S_4507,58,67,40,67,50,40,20,342,68,57,0
S_4508,51,60,53,40,35,47,20,306,63,63,0
S_4509,62,60,60,67,55,13,0,317,67,64,0
S_4510,62,53,73,60,45,27,0,320,55,69,0
S_4511,58,60,53,60,50,20,20,321,68,72,0
S_4512,53,73,33,53,30,53,0,295,73,62,1
S_4513,51,67,60,27,35,47,20,307,60,70,0
S_4514,47,40,53,47,50,40,60,337,59,56,0
S_4515,58,60,53,60,25,7,0,263,60,55,0
S_4516,51,47,47,60,50,40,0,295,57,70,0
S_4517,53,53,60,47,45,33,0,291,59,61,0
S_4518,49,47,60,40,50,13,20,279,58,66,0
S_4519,51,53,33,67,25,13,20,262,59,61,0
S_4520,22,20,13,33,25,27,0,140,65,55,0
S_4521,20,47,7,7,40,40,0,161,64,65,0
S_4522,7,0,20,0,15,0,20,62,70,60,0
S_4523,16,13,7,27,35,13,0,111,74,74,0
S_4524,62,67,33,87,30,80,56,415,69,58,0
S_4525,62,47,53,87,50,60,20,379,68,60,0
S_4526,64,67,53,73,35,47,0,339,64,65,0
S_4527,64,53,60,80,45,60,0,362,65,64,0
S_4528,60,67,53,60,30,27,20,317,62,66,0
S_4529,64,67,60,67,30,40,0,328,56,66,0
S_4530,51,93,27,33,20,20,0,244,72,73,0
S_4531,58,53,53,67,35,40,0,306,60,53,0
S_4532,51,47,47,60,40,53,20,318,60,71,0
S_4533,51,53,40,60,40,53,0,297,69,66,0
S_4534,49,67,27,53,20,40,0,256,63,67,0
S_4535,49,60,33,53,45,40,0,280,64,72,0
S_4536,58,60,53,60,45,33,100,409,71,72,1
S_4537,60,87,20,73,30,33,0,303,64,58,0
S_4538,53,73,27,60,35,47,0,295,57,55,0
S_4539,47,33,27,80,45,47,20,299,73,70,0
S_4540,49,40,53,53,45,47,60,347,66,61,0
S_4541,49,73,47,27,45,33,0,274,67,70,0
S_4542,51,27,60,67,35,33,20,293,55,59,0
S_4543,51,80,20,53,50,53,0,307,61,69,0
S_4544,53,40,67,53,35,47,0,295,58,63,0
S_4545,56,27,67,73,55,20,0,298,72,59,0
S_4546,51,20,53,80,65,27,0,296,74,71,0
S_4547,51,27,40,87,55,53,0,313,57,66,0
S_4548,53,40,53,67,35,33,20,301,58,58,0
S_4549,49,47,40,60,60,33,0,289,59,70,0
S_4550,51,53,40,60,45,33,0,282,67,63,0
S_4551,49,33,47,67,45,53,20,314,55,57,0
S_4552,49,67,40,40,45,40,0,281,74,71,0
S_4553,49,27,67,53,60,53,0,309,60,72,0
S_4554,49,67,67,13,55,27,0,278,68,71,0
S_4555,44,53,20,60,65,27,0,269,70,71,0
S_4556,51,27,60,67,35,27,0,267,59,67,0
S_4557,42,27,33,67,40,40,20,269,58,71,0
S_4558,51,33,60,60,50,20,0,274,69,62,0
S_4559,51,47,47,60,40,40,0,285,63,64,0
S_4560,53,33,67,60,45,33,20,311,72,65,0
S_4561,56,33,67,67,30,20,0,273,56,66,0
S_4562,51,53,40,60,40,27,0,271,55,53,0
S_4563,47,53,53,33,25,40,0,251,72,62,0
S_4564,40,53,7,60,50,47,20,277,66,65,0
S_4565,47,53,33,53,25,20,0,231,59,63,0
S_4566,49,47,47,53,45,27,0,268,69,62,0
S_4567,44,60,33,40,20,40,0,237,56,60,0
S_4568,69,80,47,80,60,47,60,443,67,74,1
S_4569,56,47,47,73,55,47,0,325,56,60,0
S_4570,56,67,47,53,20,53,0,296,65,53,0
S_4571,58,73,33,67,30,27,0,288,62,55,0
S_4572,51,53,53,47,50,60,0,314,64,66,0
S_4573,49,60,40,47,45,67,20,328,68,59,1
S_4574,53,40,47,73,15,40,0,268,63,70,0
S_4575,51,60,53,40,50,40,0,294,73,59,0
S_4576,53,87,0,73,20,33,0,266,73,55,0
S_4577,56,47,47,73,35,60,0,318,67,55,0
S_4578,51,60,47,47,45,47,0,297,72,64,0
S_4579,49,73,20,53,30,60,0,285,57,54,0
S_4580,49,60,33,53,30,60,0,285,71,61,0
S_4581,49,47,53,47,20,47,20,283,68,60,0
S_4582,56,53,40,73,25,53,0,300,73,58,0
S_4583,47,67,20,53,40,33,0,260,68,73,1
S_4584,44,53,33,47,35,40,0,252,61,56,0
S_4585,47,60,27,53,35,0,0,222,70,73,1
S_4586,11,33,0,0,25,47,0,116,58,71,0
S_4587,53,53,40,67,50,47,0,310,65,59,0
S_4588,60,40,67,73,50,27,0,317,61,65,0
S_4589,58,73,53,47,55,40,0,326,66,56,0
S_4590,53,47,53,60,50,47,20,330,69,56,0
S_4591,51,60,40,53,30,53,20,307,73,71,1
S_4592,56,53,47,67,35,33,0,291,62,54,0
S_4593,53,53,47,60,25,60,20,318,71,58,0
S_4594,56,53,53,60,40,47,0,309,66,73,0
S_4595,53,60,40,60,30,47,0,290,58,57,0
S_4596,49,40,33,73,30,40,0,265,74,69,0
S_4597,56,60,40,67,40,20,0,283,72,60,0
S_4598,49,53,40,53,35,27,20,277,62,64,0
S_4599,44,60,47,27,55,27,52,312,68,71,0
S_4600,47,53,20,67,25,47,0,259,62,53,0
S_4601,67,80,33,87,35,53,20,375,63,63,0
S_4602,67,67,73,60,40,47,0,354,58,73,0
S_4603,56,47,53,67,60,40,20,343,70,54,0
S_4604,60,53,33,93,25,33,0,297,67,74,0
S_4605,62,60,67,60,35,47,20,351,74,61,0
S_4606,60,67,33,80,50,47,0,337,69,53,0
S_4607,56,60,40,67,20,33,0,276,66,69,1
S_4608,60,40,67,73,40,33,0,313,56,55,0
S_4609,56,60,40,67,35,33,0,291,69,73,1
S_4610,53,73,33,53,40,27,0,279,59,54,0
S_4611,53,67,47,47,45,47,40,346,74,53,0
S_4612,60,53,53,73,40,33,0,312,61,70,0
S_4613,64,73,60,60,20,20,0,297,68,71,0
S_4614,53,67,40,53,25,40,0,278,68,55,0
S_4615,51,40,40,73,40,27,0,271,66,54,0
S_4616,49,40,47,60,40,27,0,263,61,60,0
S_4617,49,67,47,33,30,60,0,286,67,60,0
S_4618,9,13,0,13,35,7,0,77,63,66,0
S_4619,62,73,40,73,50,47,60,405,72,61,1
S_4620,76,80,73,73,55,40,0,397,67,58,0
S_4621,71,93,40,80,50,33,20,387,62,70,0
S_4622,64,73,47,73,55,53,20,385,72,55,0
S_4623,64,60,53,80,60,20,58,395,70,60,0
S_4624,67,80,53,67,50,20,0,337,65,59,1
S_4625,60,67,53,60,65,33,0,338,69,63,1
S_4626,69,73,67,67,45,33,20,374,55,58,0
S_4627,62,87,27,73,35,33,20,337,63,57,0
S_4628,56,73,67,27,50,33,20,326,69,61,0
S_4629,67,67,73,60,50,53,20,390,56,54,0
S_4630,58,60,60,53,45,53,20,349,72,64,1
S_4631,58,73,40,60,30,53,20,334,65,67,1
S_4632,60,73,40,67,35,33,20,328,72,67,0
S_4633,58,60,73,40,60,47,20,358,67,67,0
S_4634,60,33,67,80,45,20,20,325,72,58,0
S_4635,62,73,73,40,55,40,0,343,56,65,0
S_4636,51,40,53,60,45,67,90,406,61,66,0
S_4637,58,73,40,60,50,47,20,348,64,57,0
S_4638,51,47,47,60,65,53,20,343,55,71,0
S_4639,58,53,53,67,35,20,0,286,66,58,0
S_4640,53,67,53,40,55,47,56,371,57,61,0
S_4641,53,60,27,73,40,40,20,313,69,70,1
S_4642,60,60,80,40,50,33,0,323,74,56,0
S_4643,58,67,40,67,50,40,20,342,68,57,0
S_4644,51,60,53,40,35,47,20,306,63,63,0
S_4645,62,60,60,67,55,13,0,317,67,64,0
S_4646,62,53,73,60,45,27,0,320,55,69,0
S_4647,58,60,53,60,50,20,20,321,68,72,0
S_4648,53,73,33,53,30,53,0,295,73,62,1
S_4649,51,67,60,27,35,47,20,307,60,70,0
S_4650,47,40,53,47,50,40,60,337,59,56,0
S_4651,58,60,53,60,25,7,0,263,60,55,0
S_4652,51,47,47,60,50,40,0,295,57,70,0
S_4653,53,53,60,47,45,33,0,291,59,61,0
S_4654,49,47,60,40,50,13,20,279,58,66,0
S_4655,51,53,33,67,25,13,20,262,59,61,0
S_4656,22,20,13,33,25,27,0,140,65,55,0
S_4657,20,47,7,7,40,40,0,161,64,65,0
S_4658,7,0,20,0,15,0,20,62,70,60,0
S_4659,16,13,7,27,35,13,0,111,74,74,0
S_4660,62,67,33,87,30,80,56,415,69,58,0
S_4661,62,47,53,87,50,60,20,379,68,60,0
S_4662,64,67,53,73,35,47,0,339,64,65,0
S_4663,64,53,60,80,45,60,0,362,65,64,0
S_4664,60,67,53,60,30,27,20,317,62,66,0
S_4665,64,67,60,67,30,40,0,328,56,66,0
S_4666,51,93,27,33,20,20,0,244,72,73,0
S_4667,58,53,53,67,35,40,0,306,60,53,0
S_4668,51,47,47,60,40,53,20,318,60,71,0
S_4669,51,53,40,60,40,53,0,297,69,66,0
S_4670,49,67,27,53,20,40,0,256,63,67,0
S_4671,49,60,33,53,45,40,0,280,64,72,0
S_4672,58,60,53,60,45,33,100,409,71,72,1
S_4673,60,87,20,73,30,33,0,303,64,58,0
S_4674,53,73,27,60,35,47,0,295,57,55,0
S_4675,47,33,27,80,45,47,20,299,73,70,0
S_4676,49,40,53,53,45,47,60,347,66,61,0
S_4677,49,73,47,27,45,33,0,274,67,70,0
S_4678,51,27,60,67,35,33,20,293,55,59,0
S_4679,51,80,20,53,50,53,0,307,61,69,0
S_4680,53,40,67,53,35,47,0,295,58,63,0
S_4681,56,27,67,73,55,20,0,298,72,59,0
S_4682,51,20,53,80,65,27,0,296,74,71,0
S_4683,51,27,40,87,55,53,0,313,57,66,0
S_4684,53,40,53,67,35,33,20,301,58,58,0
S_4685,49,47,40,60,60,33,0,289,59,70,0
